i,date,rule,direction,reference,asset,signal_close,return_1,return_4,return_13,lower,upper,ce,width_pct,bridge
20,2001-02-16,fvg_disp,-1,,NQ_YAHOO,2227.5,0.076767676767676818,,,2437,2478,2457.5,0.01840628507295174,1
20,2001-02-16,fvg_raw,-1,,NQ_YAHOO,2227.5,0.076767676767676818,,,2437,2478,2457.5,0.01840628507295174,1
20,2001-02-16,sweep_fvg,-1,,NQ_YAHOO,2227.5,0.076767676767676818,,,2437,2478,2457.5,0.01840628507295174,1
21,2001-02-23,breakout_1,-1,2181,NQ_YAHOO,2056.5,0.087527352297593009,,,,,,,
21,2001-02-23,breakout_13,-1,2130.5,NQ_YAHOO,2056.5,0.087527352297593009,,,,,,,
21,2001-02-23,breakout_4,-1,2181,NQ_YAHOO,2056.5,0.087527352297593009,,,,,,,
22,2001-03-02,breakout_1,-1,1941,NQ_YAHOO,1876.5,0.034905409006128485,,,,,,,
22,2001-03-02,breakout_13,-1,1941,NQ_YAHOO,1876.5,0.034905409006128485,,,,,,,
22,2001-03-02,breakout_4,-1,1941,NQ_YAHOO,1876.5,0.034905409006128485,,,,,,,
22,2001-03-02,fvg_raw,-1,,NQ_YAHOO,1876.5,0.034905409006128485,,,2113,2181,2147,0.036237676525446308,1
23,2001-03-09,breakout_1,-1,1839.5,NQ_YAHOO,1811,,,,,,,,
23,2001-03-09,breakout_13,-1,1839.5,NQ_YAHOO,1811,,,,,,,,
23,2001-03-09,breakout_4,-1,1839.5,NQ_YAHOO,1811,,,,,,,,
26,2001-03-30,breakout_1,-1,1602,NQ_YAHOO,1588,0.076196473551637278,-0.14798488664987408,-0.16813602015113349,,,,,
27,2001-04-06,breakout_1,-1,1544.5,NQ_YAHOO,1467,-0.17927743694614851,-0.32276755282890246,-0.14758009543285611,,,,,
28,2001-04-13,breakout_1,1,1625,NQ_YAHOO,1730,0.12919075144508674,0.060404624277456742,0.020520231213872808,,,,,
29,2001-04-20,breakout_1,1,1731.5,NQ_YAHOO,1953.5,-0.066803173790632164,-0.0099820834399795277,-0.13667775787048886,,,,,
29,2001-04-20,breakout_4,1,1784,NQ_YAHOO,1953.5,-0.066803173790632164,-0.0099820834399795277,-0.13667775787048886,,,,,
30,2001-04-27,fvg_raw,1,,NQ_YAHOO,1823,0.064454196379594153,0.079813494240263294,-0.071311025781678583,1731.5,1754,1742.75,0.012342292923752057,1
31,2001-05-04,sweep_1,-1,1960,NQ_YAHOO,1940.5,0.05462509662458126,0.045864467920639029,0.10255088894614794,,,,,
32,2001-05-11,sweep_1,1,1823.5,NQ_YAHOO,1834.5,0.054238212046879175,0.037067320795857173,-0.11474516216952846,,,,,
34,2001-05-25,breakout_1,1,1965,NQ_YAHOO,1968.5,-0.059436118872237764,-0.1094742189484379,-0.19710439420878845,,,,,
34,2001-05-25,sweep_4,-1,1992.5,NQ_YAHOO,1968.5,0.059436118872237764,0.1094742189484379,0.19710439420878845,,,,,
35,2001-06-01,breakout_1,-1,1920.5,NQ_YAHOO,1851.5,-0.027545233594382879,-0.001890359168241984,0.20469889278963005,,,,,
36,2001-06-08,sweep_1,-1,1984,NQ_YAHOO,1902.5,0.11799736674605776,0.11511169513797637,0.28856767411300921,,,,,
37,2001-06-15,breakout_1,-1,1820,NQ_YAHOO,1678.010009765625,-0.044689834862694955,-0.052139134883107729,0.20381881381827693,,,,,
37,2001-06-15,breakout_4,-1,1764,NQ_YAHOO,1678.010009765625,-0.044689834862694955,-0.052139134883107729,0.20381881381827693,,,,,
38,2001-06-22,fvg_raw,-1,,NQ_YAHOO,1753,-0.058185966913862019,0.03793496862521395,,1793,1820,1806.5,0.01540216771249287,1
38,2001-06-22,sweep_1,1,1662.5,NQ_YAHOO,1753,0.058185966913862019,-0.03793496862521395,,,,,,
38,2001-06-22,sweep_4,1,1662.5,NQ_YAHOO,1753,0.058185966913862019,-0.03793496862521395,,,,,,
